Chapter,Media Link,Media Credit,Media Credit Link,Description,Zoom,Location,Latitude,Longitude,Found,Quality,Source,Overlay,Type,Date,Overlay Transparency
Savosavo; Matema; Areare; Anganiwai; Moli (AC1-013),audio/AC1-013-B.mp3,Go to the file in PARADISEC,http://catalog.paradisec.org.au/repository/AC1/013,"Savosavo - Austronesian language of Savo Island, East Solomons. Language as given: Savosavo; Matema; Areare; Anganiwai; Moli",5,,-9.82,160.23,,,https://catalog.paradisec.org.au/collections/AC1/items/013,,speech,1960-01-01,
"Langalanga, Misimi Kubokota, Tuo, Telei, Eivo (AC1-104)",audio/AC1-104-A.mp3,Go to the file in PARADISEC,http://catalog.paradisec.org.au/repository/AC1/104,"Tuo: Possibly a Papuan or Austronesian dialect of Bougainville.Language as given: Langalanga, Misimi, Kubokota, Tuo, Telei, Eivo",5,,-8.85,160.74,,,https://catalog.paradisec.org.au/collections/AC1/items/104,,speech,1960-01-01,
Luo - spoken by Bishop Festo Olang (AC1-108),audio/AC1-108-A.mp3,Go to the file in PARADISEC,http://catalog.paradisec.org.au/repository/AC1/108,"Possibly Lau, either an East Fijian language or an Austronesian language spoken in north-east of Malaita Island, the Central Solomons. Language as given: Luo",5,,-8.78,161.07,,,https://catalog.paradisec.org.au/collections/AC1/items/108,,speech,1964-08-22,
Sikayana (AC1-007),audio/AC1-007-B.mp3,Go to the file in PARADISEC,http://catalog.paradisec.org.au/repository/AC1/007,"Sikaiana, a Polynesian language of the Stewart Islands, east of Malaita Island, Central Solomons.Note in box refers to Jack Hakaen's Sikayana/Lentis Reading.; Item contains instrumental music. Language as given: Sikayana",5,,-8.38,162.71,,,https://catalog.paradisec.org.au/collections/AC1/items/007,,speech,1960-06-24,
Åiwoo recordings 2 (AN1-002),audio/AN1-002-B.mp3,Go to the file in PARADISEC,http://catalog.paradisec.org.au/repository/AN1/002,Both speakers from Tängä on Fenua Loa - custom stories.,5,,-10.21,166.21,,,https://catalog.paradisec.org.au/collections/AN1/items/002,,speech,2004-11-30,
Thio (CM1-002),audio/CM1-002-B.mp3,Go to the file in PARADISEC,http://catalog.paradisec.org.au/repository/CM1/002,discussion entre Laurette NÉKARÉ et Jeanette X. Language as given: Xârâgurè,5,,-21.80,166.38,,,https://catalog.paradisec.org.au/collections/CM1/items/002,,speech,1980-01-01,
"Fanafo, NaGriamel, dancing, singing (AM2-002)",audio/AM2-002-B.mp3,Go to the file in PARADISEC,http://catalog.paradisec.org.au/repository/AM2/002,"Fanafo, NaGriamel, dancing, singing, New Years Eve 1969; (tape held in the Monash Music Archive); These tapes were kindly provided by the Monash Music Archive. Language as given: Bislama",5,,-15.41,167.02,,,https://catalog.paradisec.org.au/collections/AM2/items/002,,music,1969-12-31,
Tirax Field Tape 018 (AB1-018),audio/AB1-018-B.mp3,Go to the file in PARADISEC,http://catalog.paradisec.org.au/repository/AB1/018,Elicitation Session (Tamedal) Language as given: Tirax,5,,-15.98,167.29,,,https://catalog.paradisec.org.au/collections/AB1/items/018,,speech,2004-09-12,
"Huapalu, Drehu (LS1-001)",audio/LS1-001-B.mp3,Go to the file in PARADISEC,http://catalog.paradisec.org.au/repository/LS1/001,"Vitesse - 9.5cm/s. mono.enregistrement Huapalu. (case.) 1. pele waco, 2. piny me meketrë, 3. sewen me catrei, 4. ixoe me catrei, 5. thepe xenyë (1ère version), 6. gölep qatr, 7. iwedr, 8. thiihlëë, 9. aji me utr, 10. trongei itre koko, 11. lapai theu, 12. thepe xenyë (2ème version). Language as given: Dehu",5,,-20.99,167.30,,,https://catalog.paradisec.org.au/collections/LS1/items/001,,speech,1980-05-16,
Original 43-44 (LS1-010),audio/LS1-010-B.mp3,Go to the file in PARADISEC,http://catalog.paradisec.org.au/repository/LS1/010,"9,5 43. Jaek me kuinë (suite), 44. Ijin paatr i Daa qatr (à suivre). Language as given: Dehu",5,,-20.99,167.30,,,https://catalog.paradisec.org.au/collections/LS1/items/010,,speech,,
kindergarten class (LD1-07048),audio/LD1-07048-A2.mp3,Go to the file in PARADISEC,http://catalog.paradisec.org.au/repository/LD1/07048,classroom - speakers include kindergarten class. Language as given: Nahavaq,5,,-16.51,167.48,,,https://catalog.paradisec.org.au/collections/LD1/items/07048,,speech,2007-08-07,
Vurës (CH1-200206),audio/CH1-200206-B.mp3,Go to the file in PARADISEC,http://catalog.paradisec.org.au/repository/CH1/200206,Armstrong M̄ëglemete Malau 10.07.85 Vētuboso (Laln̄evut) Traditional story about two brothers trying to find a wife. Language as given: Vurës,5,,-13.89,167.52,,,https://catalog.paradisec.org.au/collections/CH1/items/200206,,speech,2002-07-26,
Nduindui (AM2-011),audio/AM2-011-A2.mp3,Go to the file in PARADISEC,http://catalog.paradisec.org.au/repository/AM2/011,Dubbed from Michael Allen's Aoba tape. Nduindui; (tape held in the Monash Music Archive); These tapes were kindly provided by the Monash Music Archive. Language as given: Aoba,5,,-15.43,167.81,,,https://catalog.paradisec.org.au/collections/AM2/items/011,,music,1970-01-01,
Conversation in Abma (CS2-27),audio/CS2-27-B.mp3,Go to the file in PARADISEC,http://catalog.paradisec.org.au/repository/CS2/27,Conversation. Language as given: Abma,5,,-15.76,168.19,,,https://catalog.paradisec.org.au/collections/CS2/items/27,,speech,2003-07-27,
New Hebrides Songs (AC1-LT8B),audio/AC1-LT8B-B.mp3,Go to the file in PARADISEC,http://catalog.paradisec.org.au/repository/AC1/LT8B,New Hebrides Songs. Language as given: Sa,5,,-15.95,168.23,,,https://catalog.paradisec.org.au/collections/AC1/items/LT8B,,music,,
Paama (TC1-003),audio/TC1-003-B.mp3,Go to the file in PARADISEC,http://catalog.paradisec.org.au/repository/TC1/003,Item contains instrumental music. Language as given: Paama,5,,-16.49,168.29,,,https://catalog.paradisec.org.au/collections/TC1/items/003,,music,1977-01-01,
Paama (TC1-009),audio/TC1-009-B.mp3,Go to the file in PARADISEC,http://catalog.paradisec.org.au/repository/TC1/009,,5,,-16.49,168.29,,,https://catalog.paradisec.org.au/collections/TC1/items/009,,speech,,
Prodigal Son in Efate Dialects (AC1-416),audio/AC1-416-A2.mp3,Go to the file in PARADISEC,http://catalog.paradisec.org.au/repository/AC1/416,Oriya 1-9 Unidentified dialect of Efate. Language as given: Nafsan,5,,-17.71,168.38,,,https://catalog.paradisec.org.au/collections/AC1/items/416,,speech,1900-01-01,
Recordings in South Efate (NT1-98012),audio/NT1-98012-98012B.mp3,Go to the file in PARADISEC,http://catalog.paradisec.org.au/repository/NT1/98012,There are handwritten transcripts by Manuel Wayane. Language as given: Nafsan,5,,-17.71,168.38,,,https://catalog.paradisec.org.au/collections/NT1/items/98012,,speech,1998-10-27,
Nguna story (EF1-002),audio/EF1-002-B.mp3,Go to the file in PARADISEC,http://catalog.paradisec.org.au/repository/EF1/002,"SIDE A: Mar 26/78 Unakapu church baptism service (3-52) || """"Thomas Tavirana story on after-death journey (52-end) - end of MINI (part 3) (0-3) - first section | [OPERATOR NOTE: Side A 52-end corresponds to Text 23 in “Nguna Voices” book]| SIDE B: continued from ""A"" - Thomas Tavirana (0-3) | Tikilasoa Easter service (3-61) | MINI - 1st part (61-end) then to Tape 1 B. Language as given: Nguna (1970s)",5,,-17.25,168.39,,,https://catalog.paradisec.org.au/collections/EF1/items/002,,music,1978-03-26,
Nguna Navakaloni Matoa go Tava (EF1-005),audio/EF1-005-B.mp3,Go to the file in PARADISEC,http://catalog.paradisec.org.au/repository/EF1/005,"SIDE A:
May 7/78 Lui Tatalele
""Navakaloni Matoa go Tava"" (O-20) 
Marikori p̃au"" - Naatuusiana lomau (40-61) #19. Language as given: Nguna (1970s)",5,,-17.25,168.39,,,https://catalog.paradisec.org.au/collections/EF1/items/005,,speech,1978-05-07,
Emae 1980 2 (RC1-002),audio/RC1-002-2.mp3,Go to the file in PARADISEC,http://catalog.paradisec.org.au/repository/RC1/002,"2. Emae Island Custom Stories
 (1980)",5,,-17.25,168.39,,,https://catalog.paradisec.org.au/collections/RC1/items/002,,speech,1980-01-01,
Emae 1980 1 (RC1-001),audio/RC1-001-2.mp3,Go to the file in PARADISEC,http://catalog.paradisec.org.au/repository/RC1/001,"Emae Island Custom Stories (Emae language) [3 3/4ips]
  (1980)",5,,-17.06,168.40,,,https://catalog.paradisec.org.au/collections/RC1/items/001,,music,1980-01-01,
Namakira recordings (WS1-006),audio/WS1-006-B.mp3,Go to the file in PARADISEC,http://catalog.paradisec.org.au/repository/WS1/006,"na-makir lg. Makira Boys String Band & Company No 6
  (1980s)",5,,-17.07,168.49,,,https://catalog.paradisec.org.au/collections/WS1/items/006,,music,1985-09-01,
"Texts 5-19 Sie, Erromango (TC7-002)",audio/TC7-002-B.mp3,Go to the file in PARADISEC,http://catalog.paradisec.org.au/repository/TC7/002,Texts 5-19.  (1979),5,,-18.84,169.17,,,https://catalog.paradisec.org.au/collections/TC7/items/002,,speech,1995-03-15,
"Texts 20-25 Sie, Erromango (TC7-003)",audio/TC7-003-B.mp3,Go to the file in PARADISEC,http://catalog.paradisec.org.au/repository/TC7/003,1. Taem bifo. 2. Weddings at Happyland. 3. Terry's departure. 4. Harry's departure. (date inferred from TC7-002). Language as given: Sie  (1979),5,,-18.84,169.17,,,https://catalog.paradisec.org.au/collections/TC7/items/003,,speech,1995-03-01,
"Sempet Naritantop Erromango 1979, Tape 1 (TC7-005)",audio/TC7-005-B.mp3,Go to the file in PARADISEC,http://catalog.paradisec.org.au/repository/TC7/005,Date given as 1979. Language as given: Erromango (1979),5,,-18.84,169.17,,,https://catalog.paradisec.org.au/collections/TC7/items/005,,music,1979-01-01,
"Seven stories in Ura, Erromango (TC8-007)",audio/TC8-007-B.mp3,Go to the file in PARADISEC,http://catalog.paradisec.org.au/repository/TC8/007,1. Pakoi NELOU. 2. USWO NARAI AU[YGWI]. 3. Pastor Nomporom. 4. Nowi Ogkrilou. 5. Ovoieme Rompur Mogo. 6. Woris Nemetabi. 7. Uven. Side B ends around 17mins. Language as given: Ura (1979),5,,-18.81,169.17,,,https://catalog.paradisec.org.au/collections/TC8/items/007,,music,1978-01-01,
Life History (LL1-019),audio/LL1-019-B.mp3,Go to the file in PARADISEC,http://catalog.paradisec.org.au/repository/LL1/019,Storyteller: Rapi Timo. (1982),5,,-19.59,169.44,,,https://catalog.paradisec.org.au/collections/LL1/items/019,,speech,1987-07-26,
Chanel Kuar (JS2-F24),audio/JS2-F24-B.mp3,Go to the file in PARADISEC,http://catalog.paradisec.org.au/repository/JS2/F24,Chanel Kuar. Language as given: P.F. (Pidgin Fijian?),5,,-17.46,177.98,,,,,speech,1983-10-05,
