Chapter,Media Link,Media Credit,Media Credit Link,Description,Zoom,Location,Latitude,Longitude,Found,Quality,Source,Overlay,Type,Date,Overlay Transparency
Hiri Motu - Goilala Sub-District Survey,audio/TD1-P00474-B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/TD1/P00474,"Side 1 -- 1. Pita Komai - Oro Vill. -- 2. John Gutoila - Laramaita Vill. -- 3. Pita Komai - Oro Vill. -- 4. Louis Mona - Baidana Vill. -- 5. Mark Erico - Fane Vill. -- 6. Ovai Arivi - Tatupiti Vill. -- 7. Amai Kono- Boruboru Vill. -- 8. Maka Apava - Orokaivavara Vill. - at hospital -- NBC Music 'Tammy' -- Side 2-- 9. Reiam Gitai - 049 Omu No1 (Sene kiki) 'Naibiri' -- 10. Gabriel Aire - 29 yrs Omu No1. -- 11. Reiam Gitai - Omu No.1. Language as given: Tauade, Fuyuge, Kunimaipa, Hiri Motu",5,,-6.5,148.415,,,,,speech,1974-03-23,
Hiri Motu 1977,audio/TD1-P00477-B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/TD1/P00477,Hiri Motu News excerpts Sept 77; Item contains instrumental music.. Language as given: Hiri Motu,5,,-6.5,148.415,,,,,speech,1977-09-01,
Interviews with Moi Higo. Boera & Maraga Momo. K/K,audio/TD1-P00479-P00479B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/TD1/P00479,"1. Interviews with Moi Higo, Boera by Deresa Avei for Elizabeth Thomas March 1976-- 2. Maraga Momo interview with Vasi Gadiki for E. Thomas April 14 / 1976 -- [Copy of tape in NG Collection, UPNG 13/6/79]. Language as given: Boera",5,,-6.5,148.415,,,,,speech,1979-06-13,
Mountain Koiari stories,audio/TD1-P010-B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/TD1/P010,"Stories -- 1. Efogi:Police Motu Story of Origin ('Haganumu') - P/M version by Ubui Vabira (m) - policeman at Efogi (Mtn Koiari) - consists of several sections 3 min +1 min Questioning by TED + 4 mins ds. how mts move. (8 mins)-- 2.Manari Stories - Vernac & Police Motu Versions +mixed.Sagimodoru by Dakura Luluve, in, Manari Vill. - vernac. version with intermingled P/M translation. (3 mins) -- 3. Naoro Stories - Herei Group (Glottals) Eava Group.'The Bringing of the Good News' (1 1/2 mins) -- 4. Manumu - Origin - Vernacular Motu (Totola).'Mission Work' (3/4 mins) -- 5. Manumu - Dog Story -Vernacular.'Mananumu' - 2 parts 1+3 mins. in P/M (Manari Stone) -- [Cont. on tape P.13] -- 6. Sinavai Ladana 'Ma' - vernac. + P/M versions (3 1/4 min) - vernac. version first. -- 7. Herei Taudia - vernac. vers. (by Lavedave) - P/M version (8 1/2 mins) [end of side 1] - cont. on side 2 (1/2 min) -- 2.1. End of story 'Herei Taudia' (1/2 min) --2. Vern. story (008-140) Bardo --3. Police Motu version by Gigi ('Hanuabada Ranu Lasi') --4. Manumu Origin Story Vern. and P/M (14 mins) --5. Vernac. Story about 'Dogs'-- (All Motu versions transcribed! Sept. '66). Language as given: Efogi, Mari, Naoro, Manumu, Police Motu",5,,-6.5,148.415,,,,,speech,1966-01-01,
Fijian 'dentist',audio/AC1-024-A.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/AC1/024,"Not clear from notes what this is.Box note states 'Mailu speech' but gives no other details.

Side B: blank. Language as given: Fijian, Mailu",5,,-10.26,149.1465,,,,,speech,1960-08-01,
"United Church Choir, Salamo Fergusson Island, PNG",audio/IB1-002-B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/IB1/002,"UC Choir singing in English & Dobuan. Conductor Lu Piper. Translation by Rev Eric Lawson. Trainer Miss L. Piper
Side 1: 'Men of Sorrow': ""Guide me O Thou great Jehovah"": ""Surely Goodness and Mercy"": ""Low in the Grave"": ""What did he do"": ""Wonderful grace"": ""Lord's Prayer"": ""Batu"": ""Heavenly Sunshine"": (part)
. Language as given: Dobuan",5,,-9.7815,151.0035,,,,,speech,1969-07-26,
"Tolai Texts (Rakunai) Part 1,Historical texts 1-13, Part 2 texts 14-22",audio/TD1-P02776-B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/TD1/P02776,"collected by Ulrike Mosel
---
The following summaries and detailed contents provided by Steven Gagau, Kuanua speaker, June 2017:

All stories from the Rakunai area and includes specific places in the area or neighbouring/surrounding places, and far distant places within the Gazelle Peninsula, East New Britain, PNG.

Most of the story telling is about the Japanese occupation and also about Peace time after the war and celebrations.

Side A summary:
Speaker | Part# | Title (""Kuanua"" then English)
ToVur – Part 1 Historical Text speaking on “A bobotoi” or The Dark Ages.
Tiop –Part 2 “ToKadik and ToPore” on tribal warfare.
Tovema – Part 3 “A moto kar” or Introduction of Motor vehicles
Tololo and ToIakop – Part 4 & 5“A kaia” or the Volcano
ToEmil – Part 6 Atrocity of the Japanese
ToVur – Part 7 “A papalum kai ra umana Iapan” or The Work of the Japanese
Ludwina Tarai – Part 8 “Tamagu” or My Father
IaMur – Part 9 Attrocity of the Japanese
IaMalana – Part 10 “Tobok” Punishment for Stealing Chicken
ToBeilak – Part 11 “Tamadirdir” or Hornets
ToVur – Part 12 “A tavulapalut” or the Airport/Airstrip/Airfield
IaElena – Part 13 “ Aumana Bek na Raita” or Bags of Rice.

Side A detailed contents:
Part#1 ToVur – In the dark ages before civilization or colonization, our ancestors were cannibals and nomadic using tree barks and bush leaves to cover themselves and moved from place to place for shelter. When missionaries of christian religious faith “lotu” and government administration “matanitu” arrived to our places, people changed their ways towards more civilized living and practices “A kapa” or There is Light. Our native people then appreciated “white people” colonizers for clothing, settlement to villages for accommodation and shelter, go to church for worship, education, medical services and roads and sea transport.
Part#2 Tiop – In the dark ages, inter-tribal warfare was common and how they subtly lure particularly the chief and their warriors was openly done through invitation for meet and greet at certain locations to partake in food and sharing of bettlenut chewing as signs of friendship and welcome. This was a case where despite inter-tribal groups know each other can be easily betrayed at any given situation. This was the story of ToPidik and ToPore who were close friends of neigbhouring areas where chief ToPore was deceived and attacked by ToPidik and his warriors and killed and his warriors fled. ToPore’s body was cut up and distributed his body parts amongst other warring chiefs as a sign of victory and body eaten during time of cannibalism. ToPidik later invited missionaries to Rakunai to build a church for worship and turn away from the dark ages.
Part#3 Tovema – When the Europeans (Germans) arrived in Rabaul there were no motor vehicles. They only used horses and carts, bicycles and motorbikes except for one tree wheel motor vehicle used by a Bishop who travelled around to villages doing mission work. Later the Australians arrived and there were few more motor vehicles and during the war (WW2) the Japanese arrived. They introduced many motor vehicles and the local people learned to drive and started owning their own motor vehicles.
Part#4 Tololo – The volcanic eruptions (1937) of Vulcan “Karavia” was after a week long series of earthquakes “guria”. The volcano “A kaia” erupted with dark black clouds and ashes thrown out all night to all nearby villages where they all escaped inland. They stayed away for at least 5 months up to 3 years from their villages then returned till this day.
Part#5 ToIakop – In addition of Tololo in Part#4 more of same information
Part #6 ToEmil – Atrocities by the Japanese in villages was frequent on local native people. If they see that there is a punishment required and when the call “Number 10” it means they will cut the throat and kill a victim on whatever as trivial it may be. They can tie up a person after tortured or cutting off limbs to a coconut tree as long as 2 weeks to suffer then kill the person then roughly bury the bodies in shallow dug out pits.
Part#7 ToVur – The Japanese were hardworking in making food gardens for their subsistence but at the same were thieves stealing from local people’s gardens and other domesticated animals like pigs, chickens for their protein. This angered local people and tried chasing them but in fear that as soldiers they can retaliate and kill them. So secretly the local people also stole from the Japanese mainly tinned foods, rice packs, clothing but were cautious not to be caught. Towards the end they started making peace and help each others out with the food gardens.
Part#8 Ludwina Tarai –Story told of her Father during WW2 who had confrontations with the Japanese which started from them stealing his family’s garden food. Despite him stopping them not to continue, they still continued harvesting then one day, he caught two of hem and had a fight injuring both who escaped. They return in numbers looking to murder his father who now was on the run in hiding from them. Since they could not locate him and his wife, they took young girls from the village captives at their camp sites. He then resorted to witchcraft to defend himself and quench their anger to kill him. He presented himself and the Japanese could not help it but released him and not taken in for punishment. They also released the captured girls. After the war when there was peacetime and the Japanese had surrendered to return, there were sick people in an hospital nearby, so the arrogant father went in on a rampage again hurting them as a sign of frustrations of the years of their mistreatment to the people. There was nothing much the Japanese could do then and all returned home to Japan. This is just an example of many situations with the Japanese.
Part#9 IaMur – Atrocities by Japanese during WW2 for no justifiable reason in punishing the natives. They would round them to their gather especially the men falsely blaming them for wrongdoings then usually cut their throats. This made people on the run into jungles for hiding for extended periods of time from their villages and gardens where they could feed themselves so their livelihood was very disruptive during the wartime. Mistreatments by Japanese only added to more suffering not just the facing the fighting and destruction of bombs and gunfire during the war.
Part#10 IaMalana – Story of ToBok who was punished for stealing chickens from the Japanese poultry sheds. He was brutally punished and imprisoned at campsite and released after the villages gave five (5) chickens back to them.
Part#11 ToBeilak – Story of hornets attacking a Japanese man during work parade involving cutting down coconut trees to use the trunks for fencing and posts for sheds. He was hospitalized with suffering from bodily bruising and pains. The hornets had their nests in the coconut palm leaves and dispersed to attack after being cut down.
Part#12 ToVur – Story of the forced labour on natives to build the wartime airfield at ToBera towards the South Coast of the Gazelle Peninsula for Japanese army and fighters during WW2. There was constant rounding of local people in numbers on and off for shift work durations. During the course of the building of the airfield, there were a lot of cases of atrocities committed and killings of natives. All the work eventually was a waste of time and effort as it was bombed and all the Japanese fighter and cargo planes departed and deserted the airfield. The sacrifices of the local people and loss of lives did not seem justifiable building this airfield and later the people later realized that the war was over.
Part#13 IaElena. Story of ToMamia stealing bags of rice. He received cruel punishment as with other similar cases of stealing from the Japanese during wartime.

Side B summary:
Speaker | Part# | Title (""Kuanua"" then English)
Tarere Part 14 – “Turmilat” as Japanese captive
ToIakop Part 15 – “Tavir” or a Play in the memory of ToRot (Catholic Catechist)
Augustino ToDui Part 16 – “A taim na war” or Wartime
Alois Tokava Part 17 – “A papalum na rot” or Road building.
Kasimel ToKau Part 18 – “A nat na tinata ure ra Iapan” or Little Story of the Japanese
ToVur Part 19 – “A paplum na rot” or Road building
John ToPalang Part 20 – “ Tikana Te America” or An American
ToVur Part 21 – “A Malmal” or Peace time.
ToVur – Part 22 “ A Independen” or the Independence

Side B detailed contents:
Part# 14 Tarere – Story of Turmilat who was taken captive by Japanese for confronting and fighting with a soldier upon assaulting him and women in village. Turmilat had escape after the incident and as punishment all women and children were tied up against trees and posts in the village till he returned. He saw what happened to the people so gave himself in and they planned to shoot him dead however the elders pleaded and he was released in exchange of garden foods and 100 live chickens.
Part#15 ToIakop – ToRot was a native catholic catechist killed by the Japanese because they disapproved of his work within the Church amongst the people and his Christian faith. He was doing this secretly after being warned not to so ended up being killed. The Rakunai people after the war then created and perform a role-plays of ToRot and how he carried out his work with Japanese soldiers harassment and eventual killing. They wanted to demonstrate what he stood for in his Christian faith at two main mission locations at Tapo and Kabaira.
Part#16 ToDui – During the wartime it was difficult for the natives to feed themselves as they were restricted for movements and could not really make food gardens to harvest so due to hunger so the men resorted to stealing from Japanese food gardens. ToDui tells his own story when he was caught and tied up waiting to be judged. He somehow managed to escape still with his hand tied together. A group of women he met along the way on a riverside untied the rope and kept this incident to themselves in fear of being arrested.
Part#17 ToKava – During the wartime, the Japanese used the natives all around the villages as forced labour and treated as slaves to build the road at Tavuiliu to the beach front. They used cane whips on the labourerseither to get them to work hard of punishments and were bleeding while working. The lunch break was brief and did not eat much food and no resting. While working there were air strikes by the Allied Forces on the Japanese ships at Rabaul harbour and most were bombed and sunk as witnessed by the native labourers. Not long after the Japanese surrendered to Allied Forces and the road building stopped and the natives returned to their villages.
Part#18 ToKau – The natives were gathered to build the “Vuruga” road or Burma road. They completed the road and big celebrations and the intersection of Kokopo road but by that time the Allied Forces were advancing to take over Rabaul and the Gazelle Peninsula. The Japanese then instructed the natives all over the villages to massive holes as graves for mass killings to occur on each village. They had started in the Baining area and moving towards the coast.They began mobilizing the natives in truckloads but was disrupted by leaflets dropped by Allied Forces planes all over the villages informing the end of the wartime with the invasion and surrender of the Japanese. The leaflets were drawings and photographs of “Tubuans” or traditional dancers of Tolai secret society as a symbol of celebrations of a victory to come. The Allied Forces were already on the ground taking over Rabaul town and key locations and with the knowledge of mass massacre to happen on the natives, they moved in and captured the Japanese to stop the plan of killing the people. If the Allied Forces had not stepped in, the people of the Gazelle Peninsula would have been wiped out but thanks to the end of the war and the people was safe and free to live again.
Part#19 ToVur – The Japanese surveyed the “Vuruga” road or Burma road connecting the coast to inland access. Natives from all over the villages were mobilized forced to be labourers to manually build the road using spades, shovels and wheelbarrows. Coconut trunks were used for building bridges and dug out soil to backfill and level surfaces. The Japanese had a native police force mainly from the New Guinea mainland people. They were used to support the Japanese in supervising what they wanted to do and were also brutally treating the natives of the villages so there was mistreatment of the local people by oppressors of the wartime. There was uprising and rebellion by the natives and there were casualties on both sides. When the road was completed they move on to the next road to be built at Tavui. People suffered from hunger and resorted to stealing from Japanese gardens as they could not make gardens of their own to grow food due to full time working on the road building. Peace time was coming now then the natives were release from these labourers work when the Australians took over.
Part#20 ToPalang – Story of an American pilot shot down in his fighter plane into the seas ofVunairima on the North Coast of the Gazelle Peninsula. He was captured by the Japanese and interrogated and imprisoned in a cave. They send out the natives to harvest their gardens for food and chicken and pigs from the villages for a feast. While they were partying with food and alcohol, a Japanese soldier came to check for the American and then he had removed the handcuffs then strangled the solider and took his rifle and escaped to the bushes. Upon a search for him, he was located and taken back to the campsite where he was made to stand on the roof of the building and surrounded by the Japanese who had their weapons in guns and pistols and was shot at. He could not fall and died standing so they sent up the natives to bring him down and told them to dig a hole as his grave in the bushes under their supervision. The natives did the burial in the bushes and are remembered as his grave nowadays.
Part#21 ToVur – As the war was nearing the end, the Allied Forces dropped leaflets from planes all over the villages informing the people living on the Gazelle Peninsula that peace will be coming and the Japanese will surrender and return back to their country. The leaflets were drawings and photographs of “Tubuans” and “Dukduks”or traditional dancers of Tolai secret society as a symbol of celebrations of a victory to come. The Japanese did not let the natives know about this so people were confused about the leaflets dropped. Eventually the people we made aware and the significance to the end of the war was marked by the traditional Tolai celebrations with the Tubuans and Dukduks dancing as a cut off the old era of war to new era of peace.
Part#22 ToVur – The Independences celebrations in Rabaul town was well attended by all the villages in the Gazelle Peninsula with overcrowding of people, studnets of all schools, government officials, churches and businesses with lots of food, traditional “singsings” or dances and other organized speeches and program of activities. This is just an account of the event.

. Language as given: Tolai (Rakunai)",5,,-4.274,152.1135,,,,,speech,1976-01-01,
"Kuanua (Nodup), Siar (wordlists)",audio/MR1-036-B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/MR1/036,"Kuanua (Nodup) A B C D
Siar A B C D. Language as given: Kuanua, Siar",5,,-4.538,152.892,,,,,speech,1980-01-01,
Kapingamarangi,audio/AC1-015-A.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/AC1/015,See also tape 014. --Recorded at Raratonga. -- Box note unclear (some words in Capell's short-hand)some Raratongan material may be included.. Language as given: Kapingamarangi,5,,1.09,154.7995,,,,,music,1900-01-01,
Kuboro text; Uisai text; Nagovisi,audio/AC1-002-B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/AC1/002,"Side 1 Kuboro text; Uisai text; Side 2 Uisai text cont;Nagovisi--Box note confirms card details. -- Kuboro = Rotokas, a Papuan language in Central and Eastern Bougainville around Koboro Bay, Solomon Island Province, PNG. --Uisai - Inland dialect of Buin, a Papuan language of S.E. Bougainville. --Nagovisi - Papuan language of South-Central Bougainville, west of Mt Takuam.. Language as given: Kuboro ; Uisai ; Nagovisi",5,,-6.5555,155.7055,,,,,speech,1960-05-01,
Texts 1-11,audio/KO1-003-B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/KO1/003,"Side A: Text 1-4
Side B: Text 5-11
Text5: Everyday life. Everyday life on the Vella Lavella Island, told by Florence Ivulu
Text6: Coconuts. What Bilua people do with coconuts told by Florence Ivulu
Text7: Song about Japanese soldiers 1. Song in Bilua about Japanese soldiers sung by Lili Ivulu
Text8: Song about Japanese soldiers 2. Song in Bilua about Japanese soldiers sung by Lili Ivulu
Text9: Bilua. About Bilua told by Nelson Ivulu
Text10: Before Christianised. Life before Christians came and the arrival of Christian, told by Selepitu, the pastor.
Text11: Life before. Life on the Vella Lavella Island in old days, told by Pitopala. Language as given:",5,,-7.829,156.663,,,,,speech,1997-03-01,
Texts 40 - 49,audio/KO1-007-B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/KO1/007,"Texts 40-49
Text 40: Qeazao ni Sabe. A story about told by Daniel Reriqeto (98 years old)
Text41: Present life and life before. Daniel Rerieto talking about the present life and life it used to be on the Vella Lavella Island
Text42: Tiobianga. A story told by Daniel Reriqeto
Text43: Kake zouke saidi. A story told by Josae Iluilu (67 year old)
Text44: Kake ariku saidi. A story told by Josae Iluilu
Text45: Kama matu peruamu. A story told by Josae Iluilu
Text46: Ka nioqa saqe. A story told by Josae Iluilu
Text47: Kutakabai ko botolo ko bazubazu. A story told by Rimu (64 years old)
Text48: Qili ni sike tamania. A story told by Rimu
Text49: Japanese soldiers. Rimu talking about Japanese soldiers. Language as given:",5,,-7.829,156.663,,,,,speech,1997-05-03,
Banyata; Kia,audio/AC1-006-B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/AC1/006,"Banyata - See also tapes 003. 004. 005, 113. -- Kia - Austronesian language of northern half of Santa Isabel Island, Central Solomons.. Language as given: Banyata; Kia",5,,-8.6355,157.421,,,,,music,1960-06-12,
Kohaivi,audio/AC1-009-B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/AC1/009,"Tape should be checked by a Solomon Islands language expert.This may be Hoava, an Austronesian language of N.W. Georgia Island.; (Date given is approximate); Item contains instrumental music.

The unidentified language referred to be ""Hoava"" on New Georgia Islands, Western Province of Solomon Islands will need to be verified by language speakers. The content is mainly narrative discourse with unidentified speakers.
(Steven Gagau, February 2019)
. Language as given: Kohaivi / ""may be Hoava""",5,,-8.1645,157.601,,,,,music,1960-01-01,
Lavukaleve women's dances,audio/AC1-010-B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/AC1/010,"Papuan language of the Russell Islands, Central Solomons.. Language as given: Lavukaleve",5,,-9.063,159.058,,,,,speech,1970-01-01,
Bill Palmer's item,audio/BP2-94T7-B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/BP2/94T7,Bill Palmer's item. Language as given: Kokota,5,,-8.041,159.191,,,,,speech,1994-12-12,
Folktales Cheke Holo,audio/GW1-76074-B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/GW1/76074,"Folktales, Kolivoko. Digitized as GW1-76074-A.wav and GW1-76074-B.wav on 04/15/09. Filistas Mifi.. Language as given: Cheke Holo",5,,-8.322,159.625,,,,,speech,1976-03-31,
Savosavo; Matema; Areare; Anganiwai; Moli,audio/AC1-013-B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/AC1/013,"Savosavo - Austronesian language of Savo Island, East Solomons. -- Matema=Ava dialect of the Papuan language Peleni, spoken on Matema Island, Santa Cruz Archipelago. -- 'Are'Are is the Austronesian language of southeast Malaita Island, the South Solomons. -- Anganiwai - May be the West Guadalcanal Austronesian dialect Nginia, South Solomons. -- Moli - A Talise dialect (Austronesian) spoken in South West Guadalcanal Island, South Solomons. -- Claudia Wegener listened to this tape in April 2006 and added: 'There are two competing orthographies in use on Savo Island. They only differ in the spelling of a few sounds. I tried to make a compromise, using IPA symbols (which in most cases correspond to the grapheme used by both orthographies anyway). The only things to note are: v is IPA /w/, and j is a voiced palatal stop (has also been analyzed as an palatal or alveo-palatal affricate by Evelyn Todd (1975)). The orthographies agree on the graphemes for these sounds, and I thought it easier to just keep them.'; (Date given is approximate). Language as given: Savosavo; Matema; Areare; Anganiwai; Moli",5,,-9.816,160.231,,,,,speech,1960-01-01,
"Langalanga, Misimi Kubokota, Tuo, Telei, Eivo",audio/AC1-104-A.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/AC1/104,"A16594 Side 2: Tuo:Possibly a Papuan or Austronesian dialect of Bougainville.Telei - Dialect of S. Bougainville language Buin [Papuan language].Eivo Central West Bougainville language [Papuan language]Side 1:Langalanga - Coastal language of N.Malaita Island, The Central Solomons [Austronesian language].Misima - Language spoken on Misima Island, Milne Bay Province, PNG, and islands to the north, south and west of this Island [Austronesian language]. Kubokota language (Solomon Islands). Tuo - (see above); (Date given is approximate). Language as given: Langalanga, Misimi, Kubokota, Tuo, Telei, Eivo",5,,-8.85,160.741,,,,,music,1960-01-01,
Luo - spoken by Bishop Festo Olang,audio/AC1-108-A.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/AC1/108,"Possibly Lau, either an East Fijian language or an Austronesian language spoken in north-east of Malaita Island, the Central Solomons.. Language as given: Luo",5,,-8.776,161.0745,,,,,speech,1964-08-22,
Sikayana,audio/AC1-007-B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/AC1/007,"Sikaiana, a Polynesian language of the Stewart Islands, east of Malaita Island, Central Solomons.Note in box refers to Jack Hakaen's Sikayana/Lentis Reading.; Item contains instrumental music.. Language as given: Sikayana",5,,-8.381,162.7055,,,,,speech,1960-06-24,
Åiwoo recordings 2,audio/AN1-002-B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/AN1/002,Both speakers from Tängä on Fenua Loa - custom stories. Language as given:,5,,-10.214,166.2125,,,,,speech,2004-11-30,
Thio,audio/CM1-002-B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/CM1/002,"discussion entre Laurette NÉKARÉ et Jeanette X sur l'histoire qui suit
-- Nèsùù mê Nêmwâdè (Laurette NÉKARÉ)
-- Néfasia (Albert NÉKARÉ)
-- Bachéé papêê (Albert NÉKARÉ)
-- Maratâ (Valentin OUNDO)
-- Ngoi (Valentin OUNDO)
-- Crabe et bernard l'hermite (Thérèse OUNDO)
. Language as given: Xârâgurè",5,,-21.802,166.3755,,,,,music,1980-01-01,
"Fanafo, NaGriamel, dancing, singing",audio/AM2-002-B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/AM2/002,"Fanafo, NaGriamel, dancing, singing, New Years Eve 1969; (tape held in the Monash Music Archive); These tapes were kindly provided by the Monash Music Archive.. Language as given: Bislama",5,,-22.262,166.447,,,,,speech,1969-12-31,
Tirax Field Tape 018,audio/AB1-018-B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/AB1/018,SIDE A -- 1. Elicitation Session (Tamedal) -- 2. Caught in a thunderstorm (Marie-Nicole) -- 3. Kastom songs (Lise) -- 4. How she gave her friends a fright on the road one night (Lise) -- 5. Kastom story: The Five Brothers and the Girl with the Sores (Lise) -- 6. How she was brought back to life (Marie-Claire) -- 7. Some NOTNELIK vocabulary -- 8. Kastom Story: the Yam (Marie-Clare) - (Note: batteries start to go flat and tape noise increases) -- 9. Kastom Story: the Coconut (Marie-Claire) -- 10. Explanation of Story and song (Marie Claire) -- SIDE B -- (recording starts after about ten minutes in) -- Kastom Story: The Rat and the Dog (Lise). Language as given: Tirax,5,,-15.979,167.2875,,,,,speech,2004-09-12,
Copie 1-12,audio/LS1-001-B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/LS1/001,"Vitesse - 9.5cm/s. mono.enregistrement Huapalu. (case.) 1. pele waco, 2. piny me meketrë, 3. sewen me catrei, 4. ixoe me catrei, 5. thepe xenyë (1ère version), 6. gölep qatr, 7. iwedr, 8. thiihlëë, 9. aji me utr, 10. trongei itre koko, 11. lapai theu, 12. thepe xenyë (2ème version). Language as given: Dehu",5,,-20.994,167.2995,,,,,speech,1980-05-16,
Original 43-44,audio/LS1-010-B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/LS1/010,"9,5 43. Jaek me kuinë (suite), 44. Ijin paatr i Daa qatr (à suivre). Language as given: Dehu",5,,-20.994,167.2995,,,,,music,,
kindergarten class,audio/LD1-07048-A2.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/LD1/07048,classroom - speakers include kindergarten class. Language as given: Nahavaq,5,,-16.51,167.477,,,,,speech,2007-08-07,
Vurës,audio/CH1-200206-B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/CH1/200206,"6A ATB 15:17 17.07.02 Armstrong M̄ëglemete Malau 10.07.85 Vētuboso (Laln̄evut) Traditional story about two brothers trying to find a wife. One does as he is told and finds a beautiful wife; the other disobeys and receives an ugly wife. He rebels, kills his wife and brother and marries his brother's beautiful wife. --6A KM̄T 17:30 26.07.02 Kate Ruth Roxite?Vētuboso Traditional story about two brothers, M̄atēk and Tëqël. Tëqël got married, went to live by the sea, and had lots of children, while M̄atēk stayed and looked after their parents in the bush. When first their mother, and then their father, got sick and then died, M̄atēk sent for Tëqël to help, but he refused, saying he had too many children to look after. So M̄atēk looked after and buried them alone. Before their father died he gave M̄atēk the knowledge to make a famine, and he made a famine by the sea that lasted for a year, whereas inland they had plenty of food. Tëqël and his family went to eat with M̄atēk, then M̄atēk made a trick and jumped into the fire, then turned into food and meat. Tëqël tried to emulate M̄atēk's trick but he burned to death. M̄atēk then took all the children and looked after them. (Variation of MTM̄.) --6B AWW 06:00Armstrong M̄ëglemete Malau 10.07.85 Vētuboso (Laln̄evut) Traditional story about a mother who goes fishing at Wētika. She tells her children that if the devil comes they should tell him that she has gone rather to Wētikō, but they get confused. The devil finds her but she outwits him by making him swallow a porcupine fish. --6B BQD 09:36Barnabas ManarVētuboso Traditional story about the God, Qet and the trickster, Dōl. First Dōl tricks two children into shooting each other. Qet hears of his tricks and decides to trick him too. He invites Dōl to eat with him, then calls up a huge wave and shoots a fish inside the wave to eat with their meal. Dōl is impressed so invites Qet to eat with him and wants to do the same, but when he tries to call the wave, nothing happens, so they eat a meal with no meat. --6B SBB 13:10Steven BetVētuboso Procedural text/ narrative describing how to trap birds. --All transcribed, time-aligned, translated and glossed.. Language as given: Vurës",5,,-13.894,167.5155,,,,,speech,2002-07-26,
Nduindui,audio/AM2-011-A2.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/AM2/011,Dubbed from Michael Allen's Aoba tape. Nduindui; (tape held in the Monash Music Archive); These tapes were kindly provided by the Monash Music Archive.. Language as given: Aoba,5,,-15.428,167.807,,,,,speech,1970-01-01,
Conversation,audio/CS2-27-B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/CS2/27,Conversation. Language as given: Abma,5,,-15.76,168.189,,,,,speech,2003-07-27,
New Hebrides Songs,audio/AC1-LT8B-B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/AC1/LT8B,"Not indexed.

Newton's list comments:
New Hebrides Songs
Tape 2:
Bunlap, S.E. Raga [Compiler's note: 'the Austronesian language Sa is spoken at Buxlap and in South Pentecost Island; the language Raga is spoken in North Pentecost.
Envelope addressed to Professor A.P. Elkin

Archive tape note:
00.00 AIATSIS announcement. Field Tape LT8B, side 1.
Original tape is damaged – possibly by heat – crinkly
Bunlap, S.E. Raga.
32.10 End of Field Tape LT8B, side 1 and end of archive tape.

00.00 AIATSIS announcement. Field Tape LT8B, side 2.
Original tape is damaged – possibly by heat – crinkly
Bunlap, S.E. Raga.
Songs.
32.20 End of Field Tape LT8B, side 2 and end of archive tape.

AIATSIS Identifier: A16991-A16992

PLEASE REFER TO AC1-LT8A.
It appears that the description of AC1-LT8A and AC1-LT8B have been mixed. The notes on the cover of this reel fit the description of AC1-LT8A.. Language as given: Sa",5,,-15.9515,168.228,,,,,speech,,
Paama,audio/TC1-003-B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/TC1/003,Item contains instrumental music.. Language as given: Paama,5,,-16.489,168.2905,,,,,speech,1977-01-01,
Paama,audio/TC1-009-B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/TC1/009,. Language as given:,5,,-16.489,168.2905,,,,,music,,
